dom,sup,seed,client,logn,prev_gap,feat_shift,cc_port,score_w1,disagree,T_in,T_gap,T_diag,ba_local,ba_fedavg,ba_cluster,ba_shrink,ba_fedavg_ft
mobile_B,300,0,play2017-2017,5.703782474656201,0.15969696969696967,0.11589348516817877,-0.08293373882770538,0.049130403647868436,0.06,-0.6913536498936924,-0.2512402551381998,-0.9425939050318922,0.8549857304692201,0.8606762204164744,0.8602489354196166,0.8487107504085656,0.8572687436368249
mobile_B,300,0,play2018-2018,5.703782474656201,0.04303030303030303,0.1443098358270143,-0.22208663821220398,0.04216950674111846,0.05,-0.6005514705882352,-0.2877757352941178,-0.888327205882353,0.882082404505496,0.881363091246383,0.8978117634619993,0.8980677697478392,0.8900159158624876
mobile_B,300,0,play2019-2021,5.703782474656201,0.333030303030303,0.2626989684027027,-0.4318241477012634,0.03671368889625456,0.03,-0.786820652173913,-0.06915760869565224,-0.8559782608695652,0.8036876648165677,0.7424977720844181,0.8018459455579772,0.7677018185474792,0.762839023899723
mobile_B,300,0,slideme,5.703782474656201,0.07969696969696971,0.14643578969043214,-0.47753965854644775,0.036184518759072845,0.03,-0.7802331228751821,-0.18868382710053433,-0.9689169499757164,0.9251194100822564,0.9366079729739321,0.9385827637845012,0.9384000113554907,0.9211165995982995
mobile_B,300,1,1mobile,5.703782474656201,0.20030303030303032,0.11978141268322529,-0.48574158549308777,0.015959841910600465,0.06,-0.7762499999999999,-0.17708333333333348,-0.9533333333333334,0.946755328005328,0.9488261738261738,0.940232683982684,0.9597132034632034,0.9617861305361306
mobile_B,300,1,PlayDrone,5.703782474656201,0.07030303030303031,0.1369396182866407,-0.022003179416060448,0.08553465049060885,0.11,-0.56424,-0.36016000000000015,-0.9244000000000001,0.8453483692327506,0.8461114330789787,0.8533597346984771,0.8575082906725908,0.8499782671689365
mobile_B,300,1,angeeks,5.703782474656201,0.08696969696969703,0.125745545155164,-0.4070337116718292,0.09180178694478817,0.08,-0.6500606060606061,-0.2881212121212121,-0.9381818181818182,0.8701955312938117,0.8686343964402061,0.8877066556495472,0.8842931547115118,0.8811065432207466
mobile_B,300,1,anzhi,5.703782474656201,0.4603030303030303,0.2613436034742791,-0.09022296965122223,0.20287586406127073,0.23,-0.6154365904365905,-0.2556652806652806,-0.8711018711018711,0.8172784876413909,0.77469103477168,0.7637288786482335,0.7786185588604944,0.7307856793743891
mobile_B,300,1,appchina,5.703782474656201,0.38696969696969696,0.26703460552900926,-0.2727772295475006,0.10942376965296902,0.14,-0.6102990033222592,-0.2493355481727575,-0.8596345514950167,0.7820437089987002,0.8230916837068878,0.8197572550099581,0.8263875307710695,0.8348679510359168
mobile_B,300,1,play2013-2014,5.703782474656201,0.21303030303030301,0.06769320869329587,-0.5311250686645508,0.07604021229407415,0.08,-0.7516266666666667,-0.16837333333333337,-0.92,0.8653270363263416,0.8991389863031827,0.9138490041685965,0.9104951035532323,0.8961241977105803
mobile_B,300,1,play2016-2016,5.703782474656201,0.2863636363636364,0.07907338612123171,-0.2116067111492157,0.08439012454249532,0.09,-0.5863837312113175,-0.18815207780725018,-0.7745358090185677,0.7222802992904918,0.7998204450639332,0.8246858998557753,0.7798661323576386,0.7572620534115437
mobile_B,300,1,play2017-2017,5.703782474656201,0.21303030303030301,0.12482340950475546,-0.2035207748413086,0.05458283777587461,0.06,-0.6866943866943866,-0.19999999999999996,-0.8866943866943866,0.8782605150541962,0.8890694989123945,0.8754968810953534,0.886934117296065,0.8832202140942702
mobile_B,300,1,play2018-2018,5.703782474656201,0.0696969696969697,0.1394947377464021,-0.2681673765182495,0.0741934114399539,0.08,-0.6800841514726508,-0.26241234221598875,-0.9424964936886395,0.8780390796120096,0.877353071520196,0.8753120513182939,0.8887107298892291,0.8656104302987084
mobile_B,300,1,play2019-2021,5.703782474656201,0.3496969696969697,0.29166481605863637,-0.40434640645980835,0.02223356461207923,0.01,-0.6419270833333333,-0.10286458333333348,-0.7447916666666667,0.7482170059548539,0.7754717931286274,0.7381579609975955,0.7726627513187546,0.7758809532802055
mobile_B,300,1,slideme,5.703782474656201,0.073030303030303,0.1387489687759339,-0.39753058552742004,0.06686778444231684,0.08,-0.7120863970588236,-0.24793198529411753,-0.9600183823529411,0.9054246801358483,0.9304953220229215,0.9394715639901776,0.9283924489316018,0.9294101546989866
mobile_B,300,2,1mobile,5.703782474656201,0.21272727272727265,0.12021390597497628,-0.4880541265010834,0.05528287933209091,0.05,-0.8651960784313726,-0.10093582887700536,-0.966131907308378,0.9258155965088739,0.9369078712566108,0.9322681775412868,0.9381833814606924,0.9394953927516952
mobile_B,300,2,PlayDrone,5.703782474656201,0.09272727272727266,0.11059175327527482,-0.24995309114456177,0.18603721225964837,0.2,-0.6205128205128205,-0.29709962168978565,-0.9176124422026062,0.8583481862683571,0.8183983933726622,0.8498841052675621,0.8403004058407598,0.8365064223254257
mobile_B,300,2,angeeks,5.703782474656201,0.07272727272727275,0.12237536837347451,-0.4314681589603424,0.08923730496467332,0.14,-0.7159663865546217,-0.2172068827531013,-0.933173269307723,0.8777961985709616,0.8319186942511558,0.8890130995189838,0.8728459347125578,0.879766380236305
mobile_B,300,2,anzhi,5.703782474656201,0.4093939393939394,0.22720388122451274,-0.3248203992843628,0.07774965991079416,0.14,-0.6181893687707641,-0.2007475083056477,-0.8189368770764118,0.836679394301505,0.7820587027148138,0.7498109526121215,0.8004173046043541,0.7927013704768662
mobile_B,300,2,appchina,5.703782474656201,0.386060606060606,0.20984630953460826,-0.4959787428379059,0.07909112234440249,0.13,-0.7155701754385964,-0.1764254385964914,-0.8919956140350878,0.7967977540171056,0.8049577894491696,0.775916216712093,0.7976364287737276,0.7972104570342758
mobile_B,300,2,play2013-2014,5.703782474656201,0.13060606060606061,0.061221407980756926,-0.5702126622200012,0.03546953644828023,0.13,-0.7373967945604663,-0.15332685769791154,-0.8907236522583778,0.8802325772371855,0.8775917381908165,0.8900746469870894,0.8910179993129301,0.8792457697987652
mobile_B,300,2,play2016-2016,5.703782474656201,0.31727272727272726,0.0974494441967404,-0.26921209692955017,0.06151702178311793,0.06,-0.6716312056737589,-0.09964539007092199,-0.7712765957446809,0.7475323569223282,0.7348587854177122,0.677912123009536,0.7280984319630119,0.7263129077884747
mobile_B,300,2,play2017-2017,5.703782474656201,0.26727272727272733,0.11880386146142563,-0.16658134758472443,0.05427133438988146,0.07,-0.6915989159891598,-0.2704607046070461,-0.9620596205962059,0.8618763552797057,0.912472274420022,0.8808445409868897,0.9130653942302236,0.8946042818102535
mobile_B,300,2,play2018-2018,5.703782474656201,0.08393939393939398,0.12535125452310303,-0.2295341044664383,0.0496823074057318,0.06,-0.7239120879120879,-0.2211428571428572,-0.9450549450549451,0.8587004160223912,0.8832575523867281,0.8833105454254435,0.8924557650072366,0.8624484568346014
mobile_B,300,2,play2019-2021,5.703782474656201,0.3106060606060606,0.2592848786507007,-0.45767679810523987,0.06610268223649535,0.03,-0.7923076923076924,-0.14049513704686112,-0.9328028293545535,0.824853228962818,0.7817808219178082,0.7752446183953033,0.7944618395303327,0.7943052837573386
mobile_B,300,2,slideme,5.703782474656201,0.06393939393939396,0.12415836743524544,-0.44242972135543823,0.059234172682907094,0.11,-0.7655525846702317,-0.2023618538324421,-0.9679144385026738,0.9220799188204364,0.9149805507295399,0.9329730477698682,0.9236942851432173,0.9240825018065528
mobile_B,300,3,1mobile,5.703782474656201,0.16848484848484846,0.10903643484062653,-0.49504992365837097,0.06933488563651298,0.11,-0.8083092186854073,-0.16109962794543187,-0.9694088466308391,0.9313360830092832,0.9422764643203989,0.944631644340294,0.9475883978878086,0.9536080650171233
mobile_B,300,3,PlayDrone,5.703782474656201,0.10515151515151511,0.11066725631321772,-0.07820554822683334,0.10761305677630409,0.12,-0.583974358974359,-0.3358974358974357,-0.9198717948717947,0.8421700145852591,0.8370052788601159,0.8415095500261434,0.8368652538984407,0.837341176889568
mobile_B,300,3,angeeks,5.703782474656201,0.05848484848484847,0.12250272563916265,-0.3968013823032379,0.07858959559763364,0.06,-0.7042016806722688,-0.24697879151660673,-0.9511804721888756,0.8675959892394228,0.8559142414608298,0.8533789842667319,0.8634303415668052,0.8452107279693486
mobile_B,300,3,anzhi,5.703782474656201,0.4484848484848485,0.2577666325538428,-0.06959059834480286,0.06323927509181658,0.07,-0.6111702127659574,-0.27712765957446817,-0.8882978723404256,0.8199454039512735,0.7753415557890979,0.7677872296360924,0.7835375727892235,0.7827229283575579
mobile_B,300,3,appchina,5.703782474656201,0.38848484848484843,0.2558757575392424,-0.3685879409313202,0.08818280699952538,0.11,-0.6962121212121213,-0.21003787878787872,-0.90625,0.7983215159337624,0.8047649107776939,0.7995874243329464,0.8128563537779983,0.8081241334220108
mobile_B,300,3,play2013-2014,5.703782474656201,0.22151515151515153,0.07024450425193307,-0.4881724715232849,0.08411637839313613,0.16,-0.69312,-0.14794666666666667,-0.8410666666666666,0.8591430285730299,0.8304303799348942,0.8852535707424165,0.8438349508498504,0.8486133860338819
mobile_B,300,3,play2016-2016,5.703782474656201,0.3015151515151515,0.08102669133081175,-0.3446454405784607,0.10179273161487305,0.09,-0.6846590909090909,-0.12499999999999989,-0.8096590909090908,0.7441599115696389,0.814087447801523,0.7773949889462048,0.8172807663964627,0.7766642102677475
mobile_B,300,3,play2017-2017,5.703782474656201,0.23151515151515153,0.11420888464608137,-0.06881874799728394,0.05674068464594167,0.07,-0.6703053931124108,-0.24132553606237805,-0.9116309291747888,0.8574017912145193,0.9004647479390406,0.8829094384110259,0.8988094468831804,0.9029999325099548
mobile_B,300,3,play2018-2018,5.703782474656201,0.051515151515151514,0.1501242468708175,-0.3265625834465027,0.05694747659785272,0.06,-0.6744724025974026,-0.21107954545454555,-0.8855519480519481,0.8898942350479316,0.9002167593472947,0.8902678241096083,0.8999998928392795,0.8970381044768803
mobile_B,300,3,play2019-2021,5.703782474656201,0.32151515151515153,0.27284564034412284,-0.40751662850379944,0.0639230118622749,0.06,-0.7286684782608696,-0.08519021739130439,-0.813858695652174,0.8128204891619013,0.8079886909471448,0.7714933901092691,0.8065912063425424,0.8246677754274919
mobile_B,300,3,slideme,5.703782474656201,0.041515151515151505,0.1404705381159197,-0.45217350125312805,0.049128386648859594,0.1,-0.738238941711451,-0.23654402645721373,-0.9747829681686647,0.9303043283553029,0.9416012772834361,0.9445472069160226,0.9441986798808388,0.9435016258104714
mobile_B,300,4,1mobile,5.703782474656201,0.22060606060606064,0.1348215653617676,-0.4915986955165863,0.025676686054819417,0.04,-0.7937602627257798,-0.1713464696223318,-0.9651067323481116,0.9252618695659085,0.9477850364789471,0.9510713207127304,0.9564001080857693,0.954198655285871
